Rating,Review,category
5,"Well not much to say, Its a great phone to purchase in 2022. This is my first iphone which bought a week ago. I loved it a lot. Please guys after purchasing just go to your settings and do a software update. It will fix your heating issues and camera issues as well but if u still think its not good for you then go for return. I'm using quite well from past a week and hopefully will be able to use for couple of more years.",mobile
2,Not satisfied with colour,fashion
2,Not at all good,books
5,Value for money,fashion
1,I hate this product,mobile
5,Well composed Murder Mystery which I enjoyed reading. Realistic portrayal of the Police.,books
5,Excellent one,fashion
5,We as Indians should be proud of Salil Desai  who has graduated to a class crime story writer. The storyline of  Three and a half murder  is full of twists and turns till the end and the book is a page turner and keeps the reader glued to it till last. No wonder its amongst the best sellers.,books
1,bad response,fashion
2,Don‹¨«t buy after 4months phone not worked no product support,mobile
5,I love it,clothing
3,The media could not be loaded. ?ÿVery light productJust okay product,toys
3,I think what I like most about this book are all the positive  motivational quotes that are used in it. The book does not say anything earth-shattering  but it does give me something of an attitude adjustment -- which is  after all  what I was looking for. I like it. Quite often life s great truths seem to be things that we already knew but just needed reminding of.,books
3,It s head is loose. Otherwise good.,toys
5,I doubt if this is original   the plastic paint is coming out . There are no proper stickers   the box is filmsy and plastic looks cheap with poor finishing. I don t think a company like Philips would let it even go out of their quality departments . I had a similar one which i brought many years back . The quality diffewnce is between a maruthi alto and a Benz .,home
4,Quality is good,toys
3,The book has some very inspiring quotes and stories  but sometimes approaching half of the book there is too much repetition of the same points  exclamations marks and such. Feels very american  so as a European I would have preferred a more condensed and calm style.,books
1,Very small,toys
1,Very boring,books
5,Very Good,fashion
4,My kid loves it.,toys
4,Good one,toys
2,Product quality is not as per price but it does work. Very helpful,toys
5,I quite enjoyed the previous two Inspector Saralkar mysteries. As such when this book released  I bought it promptly with much expectations. And I must say  the book met with each of my expectations.Inspector Saralkar and Motkar are back. This time they are investigating what seems to be an open and shut case of a man murdering his cheating wife and then hanging himself complete with a suicide note with the murder confession. Trust Inspector Saralkar to look closely even in such a case  and what he digs up is a lot of trouble including an unsolved murder.I like this series as it seamlessly combines mystery with drama. There s a lot of drama in the book  whether it be in Saralkar and Motkar s personal life or whether be it in the case. And the comic relief with Saralkar s sarcastic one liners is always a welcome thing in a book. In this instalment  we see the protagonist grow a bit as he ties up all the loops in the mystery. What is interesting is the way the author builds up each sceneâ€¦ from police station to the crime scene  the settings are always detailed. The dialogues in the book are mostly sharp and crisp. By the time the climax comes in  everything is neatly set up for Saralkar to tie up. Not a single plot hole.Overall  this is one of the best IWE mystery books that I have read in recent times. I recommend it to all mystery and whodunnit lovers.,books
2,Need to improve thinness,toys
5,I have been using prestige induction oven from last 4 yrs. This time thought to change the brand .So bought pigeon .The function button is not easy go. You have to keep on pressing till you get your desired function for cooking.....Which was in one touch in prestige ..Temperature such as 400 is quite high in prestige but in pigeon this temperature is quite low...Overall good if you how to manage induction oven..,home
1,Very light weight,toys
2,It is rigid and colorful contrasting and good for this price range. You get more than what you pay for.,toys
1,Value for money ???ø???ø,toys
5,It s deserves 0 stars actually. Read everything carefully before buying.This brand provides cheap quality induction in less costing. Spend 500-600 more and buy Prestige (in image is the Prestige basic model. Has lasted 3 years without Single issue. We have 3 Prestige inductions all in best condition since 3+ years. Plus Prestige has best service)Quality: Cheapest glass top quality in market for Inductions. Breaks easily on long use heating. (Within 15 days broke into 2 parts as shown in photo. Reason - on Tava mode for making rotis). Same thing works excellent in Prestige brand.Electric connection: Even plug is not good. It burnt after 1month. While other induction of Prestige brand had no issues. After few days even wire has some issue. You will just end up using less  and solving more and more issues.Warranty: No warranty for Glass top replacement. It can easily crack if heated for prolonged use. The sevice centre will make excuses saying that this happens in travelling and courier. But that is not the actual reason. The reason is bad quality.You will end up wasting money in travelling to their service centres (which are also very far from prime locations in the city) and getting this rubbish response.Warranty period: Even if you read anything like pay extra for extended warranty or 3-5 years warranty on Amazon site  don t fall for it and buy. It s a lie! The service centre will say warranty doesn t exceed more than 1 year. The end! All your money is wasted!Service charges: They will charge Rs.600-700 for replacing top and for other charges like rs150 for plug replacement. In my case plug also got burnt because of long run use (just 1month)No use of warranty in such cases. Warranty only if product not working when electricity is ON.Make a wise decision and go for better brands even if bit costs more. It will be sitting in your home with 50 issues one after the other.Pegion brand is not bothered of the feedback received from multiple customers with same issue of damages.Don t invite a headache!,home
